region;civil;age;gender;pop
;;;kvinnor;541
;;50-54 år;män;594
;;;kvinnor;601
;;55-59 år;män;500
;;;kvinnor;492
;;60-64 år;män;516
;;;kvinnor;576
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;9
;;;kvinnor;22
;;30-34 år;män;30
;;;kvinnor;48
;;35-39 år;män;45
;;;kvinnor;69
;;40-44 år;män;72
;;;kvinnor;108
;;45-49 år;män;115
;;;kvinnor;154
;;50-54 år;män;187
;;;kvinnor;235
;;55-59 år;män;192
;;;kvinnor;206
;;60-64 år;män;176
;;;kvinnor;195
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;2
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;1
;;;kvinnor;4
;;45-49 år;män;3
;;;kvinnor;10
;;50-54 år;män;5
;;;kvinnor;13
;;55-59 år;män;7
;;;kvinnor;24
;;60-64 år;män;12
;;;kvinnor;62
1083 Sölvesborg;ogifta;20-24 år;män;430
;;;kvinnor;402
;;25-29 år;män;483
;;;kvinnor;394
;;30-34 år;män;325
;;;kvinnor;261
;;35-39 år;män;251
;;;kvinnor;152
;;40-44 år;män;239
;;;kvinnor;190
;;45-49 år;män;195
;;;kvinnor;188
;;50-54 år;män;233
;;;kvinnor;172
;;55-59 år;män;174
;;;kvinnor;106
;;60-64 år;män;105
;;;kvinnor;81
;gifta;20-24 år;män;3
;;;kvinnor;20
;;25-29 år;män;50
;;;kvinnor;85
;;30-34 år;män;112
;;;kvinnor;167
;;35-39 år;män;202
;;;kvinnor;221
;;40-44 år;män;256
;;;kvinnor;241
;;45-49 år;män;260
;;;kvinnor;269
;;50-54 år;män;269
;;;kvinnor;309
;;55-59 år;män;292
;;;kvinnor;307
;;60-64 år;män;343
;;;kvinnor;333
;skilda;20-24 år;män;2
;;;kvinnor;2
;;25-29 år;män;8
;;;kvinnor;9
;;30-34 år;män;12
;;;kvinnor;33
;;35-39 år;män;16
;;;kvinnor;39
;;40-44 år;män;48
;;;kvinnor;79
;;45-49 år;män;69
;;;kvinnor;80
;;50-54 år;män;102
;;;kvinnor;134
;;55-59 år;män;90
;;;kvinnor;126
;;60-64 år;män;97
;;;kvinnor;106
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;2
;;;kvinnor;1
;;45-49 år;män;0
;;;kvinnor;8
;;50-54 år;män;8
;;;kvinnor;14
;;55-59 år;män;7
;;;kvinnor;22
;;60-64 år;män;8
;;;kvinnor;32
1214 Svalöv;ogifta;20-24 år;män;433
;;;kvinnor;336
;;25-29 år;män;364
;;;kvinnor;291
;;30-34 år;män;265
;;;kvinnor;170
;;35-39 år;män;201
;;;kvinnor;133
;;40-44 år;män;178
;;;kvinnor;137
;;45-49 år;män;172
;;;kvinnor;110
;;50-54 år;män;164
;;;kvinnor;105
;;55-59 år;män;100
;;;kvinnor;73
;;60-64 år;män;83
;;;kvinnor;46
;gifta;20-24 år;män;8
;;;kvinnor;19
;;25-29 år;män;65
;;;kvinnor;113
;;30-34 år;män;158
;;;kvinnor;215
;;35-39 år;män;208
;;;kvinnor;239
;;40-44 år;män;267
;;;kvinnor;268
;;45-49 år;män;291
;;;kvinnor;279
;;50-54 år;män;259
;;;kvinnor;259
;;55-59 år;män;233
;;;kvinnor;214
;;60-64 år;män;232
;;;kvinnor;240
;skilda;20-24 år;män;1
;;;kvinnor;1
;;25-29 år;män;7
;;;kvinnor;10
;;30-34 år;män;12
;;;kvinnor;16
;;35-39 år;män;28
;;;kvinnor;35
;;40-44 år;män;45
;;;kvinnor;59
;;45-49 år;män;79
;;;kvinnor;105
;;50-54 år;män;99
;;;kvinnor;80
;;55-59 år;män;102
;;;kvinnor;81
;;60-64 år;män;80
;;;kvinnor;76
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;2
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;1
;;;kvinnor;0
;;40-44 år;män;1
;;;kvinnor;2
;;45-49 år;män;3
;;;kvinnor;4
;;50-54 år;män;4
;;;kvinnor;10
;;55-59 år;män;3
;;;kvinnor;9
;;60-64 år;män;8
;;;kvinnor;10
1230 Staffanstorp;ogifta;20-24 år;män;538
;;;kvinnor;481
;;25-29 år;män;451
;;;kvinnor;406
;;30-34 år;män;347
;;;kvinnor;305
;;35-39 år;män;298
;;;kvinnor;239
;;40-44 år;män;263
;;;kvinnor;200
;;45-49 år;män;194
;;;kvinnor;184
;;50-54 år;män;197
;;;kvinnor;170
;;55-59 år;män;147
;;;kvinnor;91
;;60-64 år;män;74
;;;kvinnor;45
;gifta;20-24 år;män;9
;;;kvinnor;26
;;25-29 år;män;77
;;;kvinnor;132
;;30-34 år;män;259
;;;kvinnor;344
;;35-39 år;män;469
;;;kvinnor;535
;;40-44 år;män;593
;;;kvinnor;642
;;45-49 år;män;595
;;;kvinnor;574
;;50-54 år;män;571
;;;kvinnor;523
;;55-59 år;män;387
;;;kvinnor;392
;;60-64 år;män;320
;;;kvinnor;288
;skilda;20-24 år;män;0
;;;kvinnor;2
;;25-29 år;män;9
;;;kvinnor;10
;;30-34 år;män;11
;;;kvinnor;36
;;35-39 år;män;45
;;;kvinnor;67
;;40-44 år;män;80
;;;kvinnor;114
;;45-49 år;män;108
;;;kvinnor;146
;;50-54 år;män;120
;;;kvinnor;139
;;55-59 år;män;110
;;;kvinnor;125
;;60-64 år;män;102
;;;kvinnor;89
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;1
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;3
;;40-44 år;män;0
;;;kvinnor;3
;;45-49 år;män;4
;;;kvinnor;10
;;50-54 år;män;1
;;;kvinnor;12
;;55-59 år;män;2
;;;kvinnor;13
;;60-64 år;män;8
;;;kvinnor;29
1231 Burlöv;ogifta;20-24 år;män;498
;;;kvinnor;388
;;25-29 år;män;414
;;;kvinnor;297
;;30-34 år;män;277
;;;kvinnor;228
;;35-39 år;män;235
;;;kvinnor;176
;;40-44 år;män;204
;;;kvinnor;127
;;45-49 år;män;130
;;;kvinnor;136
;;50-54 år;män;149
;;;kvinnor;97
;;55-59 år;män;118
;;;kvinnor;78
;;60-64 år;män;74
;;;kvinnor;62
;gifta;20-24 år;män;19
;;;kvinnor;46
;;25-29 år;män;98
;;;kvinnor;170
;;30-34 år;män;278
;;;kvinnor;319
;;35-39 år;män;364
;;;kvinnor;405
;;40-44 år;män;379
;;;kvinnor;373
;;45-49 år;män;362
;;;kvinnor;313
;;50-54 år;män;342
;;;kvinnor;358
;;55-59 år;män;331
;;;kvinnor;272
;;60-64 år;män;288
;;;kvinnor;275
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;12
;;;kvinnor;20
;;30-34 år;män;39
;;;kvinnor;48
;;35-39 år;män;50
;;;kvinnor;80
;;40-44 år;män;73
;;;kvinnor;84
;;45-49 år;män;108
;;;kvinnor;109
;;50-54 år;män;114
;;;kvinnor;116
;;55-59 år;män;106
;;;kvinnor;123
;;60-64 år;män;91
;;;kvinnor;121
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;3
;;;kvinnor;6
;;45-49 år;män;3
;;;kvinnor;6
;;50-54 år;män;3
;;;kvinnor;11
;;55-59 år;män;6
;;;kvinnor;13
;;60-64 år;män;5
;;;kvinnor;31
1233 Vellinge;ogifta;20-24 år;män;813
;;;kvinnor;689
;;25-29 år;män;560
;;;kvinnor;469
;;30-34 år;män;414
;;;kvinnor;386
;;35-39 år;män;331
;;;kvinnor;320
;;40-44 år;män;334
;;;kvinnor;306
;;45-49 år;män;314
;;;kvinnor;282
;;50-54 år;män;290
;;;kvinnor;277
;;55-59 år;män;174
;;;kvinnor;135
;;60-64 år;män;102
;;;kvinnor;73
;gifta;20-24 år;män;1
;;;kvinnor;11
;;25-29 år;män;52
;;;kvinnor;98
;;30-34 år;män;252
;;;kvinnor;394
;;35-39 år;män;539
;;;kvinnor;657
;;40-44 år;män;811
;;;kvinnor;869
;;45-49 år;män;935
;;;kvinnor;945
;;50-54 år;män;931
;;;kvinnor;899
;;55-59 år;män;701
;;;kvinnor;698
;;60-64 år;män;664
;;;kvinnor;657
;skilda;20-24 år;män;1
;;;kvinnor;1
;;25-29 år;män;4
;;;kvinnor;7
;;30-34 år;män;12
;;;kvinnor;21
;;35-39 år;män;40
;;;kvinnor;55
;;40-44 år;män;97
;;;kvinnor;131
;;45-49 år;män;162
;;;kvinnor;229
;;50-54 år;män;219
;;;kvinnor;257
;;55-59 år;män;176
;;;kvinnor;172
;;60-64 år;män;161
;;;kvinnor;162
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;1
;;;kvinnor;8
;;45-49 år;män;0
;;;kvinnor;9
;;50-54 år;män;6
;;;kvinnor;15
;;55-59 år;män;3
;;;kvinnor;22
;;60-64 år;män;10
;;;kvinnor;44
1256 Östra Göinge;ogifta;20-24 år;män;444
;;;kvinnor;317
;;25-29 år;män;400
;;;kvinnor;295
;;30-34 år;män;277
;;;kvinnor;174
;;35-39 år;män;178
;;;kvinnor;140
;;40-44 år;män;173
;;;kvinnor;131
;;45-49 år;män;156
;;;kvinnor;152
;;50-54 år;män;150
;;;kvinnor;109
;;55-59 år;män;113
;;;kvinnor;87
;;60-64 år;män;92
;;;kvinnor;50
;gifta;20-24 år;män;12
;;;kvinnor;44
;;25-29 år;män;74
;;;kvinnor;145
;;30-34 år;män;170
;;;kvinnor;179
;;35-39 år;män;189
;;;kvinnor;201
;;40-44 år;män;227
;;;kvinnor;223
;;45-49 år;män;249
;;;kvinnor;260
;;50-54 år;män;302
;;;kvinnor;284
;;55-59 år;män;240
;;;kvinnor;258
;;60-64 år;män;255
;;;kvinnor;256
;skilda;20-24 år;män;2
;;;kvinnor;4
;;25-29 år;män;3
;;;kvinnor;12
;;30-34 år;män;13
;;;kvinnor;20
;;35-39 år;män;24
;;;kvinnor;36
;;40-44 år;män;37
;;;kvinnor;44
;;45-49 år;män;72
;;;kvinnor;61
;;50-54 år;män;77
;;;kvinnor;81
;;55-59 år;män;79
;;;kvinnor;76
;;60-64 år;män;69
;;;kvinnor;75
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;3
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;1
;;;kvinnor;2
;;40-44 år;män;1
;;;kvinnor;6
;;45-49 år;män;0
;;;kvinnor;7
;;50-54 år;män;2
;;;kvinnor;4
;;55-59 år;män;4
;;;kvinnor;12
;;60-64 år;män;14
;;;kvinnor;26
1257 Örkelljunga;ogifta;20-24 år;män;297
;;;kvinnor;222
;;25-29 år;män;267
;;;kvinnor;192
;;30-34 år;män;170
;;;kvinnor;130
;;35-39 år;män;153
;;;kvinnor;92
;;40-44 år;män;112
;;;kvinnor;73
;;45-49 år;män;108
;;;kvinnor;87
;;50-54 år;män;121
;;;kvinnor;76
;;55-59 år;män;78
;;;kvinnor;52
;;60-64 år;män;77
;;;kvinnor;50
;gifta;20-24 år;män;5
;;;kvinnor;20
;;25-29 år;män;38
;;;kvinnor;69
;;30-34 år;män;89
;;;kvinnor;110
;;35-39 år;män;124
;;;kvinnor;131
;;40-44 år;män;146
;;;kvinnor;147
;;45-49 år;män;149
;;;kvinnor;150
;;50-54 år;män;198
;;;kvinnor;191
;;55-59 år;män;196
;;;kvinnor;213
;;60-64 år;män;186
;;;kvinnor;194
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;4
;;;kvinnor;4
;;30-34 år;män;6
;;;kvinnor;21
;;35-39 år;män;18
;;;kvinnor;24
;;40-44 år;män;29
;;;kvinnor;39
;;45-49 år;män;46
;;;kvinnor;49
;;50-54 år;män;62
;;;kvinnor;62
;;55-59 år;män;69
;;;kvinnor;80
;;60-64 år;män;65
;;;kvinnor;64
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;1
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;0
;;;kvinnor;4
;;45-49 år;män;0
;;;kvinnor;4
;;50-54 år;män;3
;;;kvinnor;3
;;55-59 år;män;3
;;;kvinnor;10
;;60-64 år;män;4
;;;kvinnor;23
1260 Bjuv;ogifta;20-24 år;män;440
;;;kvinnor;393
;;25-29 år;män;399
;;;kvinnor;286
;;30-34 år;män;265
;;;kvinnor;183
;;35-39 år;män;200
;;;kvinnor;147
;;40-44 år;män;193
;;;kvinnor;145
;;45-49 år;män;181
;;;kvinnor;122
;;50-54 år;män;152
;;;kvinnor;123
;;55-59 år;män;122
;;;kvinnor;74
;;60-64 år;män;89
;;;kvinnor;60
;gifta;20-24 år;män;18
;;;kvinnor;50
;;25-29 år;män;73
;;;kvinnor;127
;;30-34 år;män;158
;;;kvinnor;208
;;35-39 år;män;204
;;;kvinnor;235
;;40-44 år;män;278
;;;kvinnor;271
;;45-49 år;män;327
;;;kvinnor;298
;;50-54 år;män;319
;;;kvinnor;291
;;55-59 år;män;270
;;;kvinnor;246
;;60-64 år;män;265
;;;kvinnor;238
;skilda;20-24 år;män;1
;;;kvinnor;3
;;25-29 år;män;7
;;;kvinnor;17
;;30-34 år;män;21
;;;kvinnor;27
;;35-39 år;män;45
;;;kvinnor;59
;;40-44 år;män;58
;;;kvinnor;87
;;45-49 år;män;95
;;;kvinnor;95
;;50-54 år;män;141
;;;kvinnor;99
;;55-59 år;män;85
;;;kvinnor;102
;;60-64 år;män;76
;;;kvinnor;89
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;1
;;;kvinnor;1
;;40-44 år;män;1
;;;kvinnor;8
;;45-49 år;män;1
;;;kvinnor;1
;;50-54 år;män;5
;;;kvinnor;11
;;55-59 år;män;9
;;;kvinnor;17
;;60-64 år;män;11
;;;kvinnor;33
1261 Kävlinge;ogifta;20-24 år;män;648
;;;kvinnor;595
;;25-29 år;män;652
;;;kvinnor;546
;;30-34 år;män;478
;;;kvinnor;388
;;35-39 år;män;402
;;;kvinnor;367
;;40-44 år;män;403
;;;kvinnor;319
;;45-49 år;män;365
;;;kvinnor;300
;;50-54 år;män;277
;;;kvinnor;204
;;55-59 år;män;171
;;;kvinnor;120
;;60-64 år;män;128
;;;kvinnor;73
;gifta;20-24 år;män;7
;;;kvinnor;34
;;25-29 år;män;86
;;;kvinnor;151
;;30-34 år;män;325
;;;kvinnor;448
;;35-39 år;män;525
;;;kvinnor;584
;;40-44 år;män;773
;;;kvinnor;818
;;45-49 år;män;787
;;;kvinnor;737
;;50-54 år;män;675
;;;kvinnor;655
;;55-59 år;män;524
;;;kvinnor;449
;;60-64 år;män;406
;;;kvinnor;434
;skilda;20-24 år;män;1
;;;kvinnor;2
;;25-29 år;män;9
;;;kvinnor;13
;;30-34 år;män;25
;;;kvinnor;43
;;35-39 år;män;49
;;;kvinnor;85
;;40-44 år;män;100
;;;kvinnor;140
;;45-49 år;män;159
;;;kvinnor;170
;;50-54 år;män;164
;;;kvinnor;176
;;55-59 år;män;120
;;;kvinnor;160
;;60-64 år;män;122
;;;kvinnor;135
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;2
;;30-34 år;män;0
;;;kvinnor;2
;;35-39 år;män;1
;;;kvinnor;3
;;40-44 år;män;1
;;;kvinnor;5
;;45-49 år;män;2
;;;kvinnor;8
;;50-54 år;män;5
;;;kvinnor;9
;;55-59 år;män;6
;;;kvinnor;17
;;60-64 år;män;12
;;;kvinnor;28
1262 Lomma;ogifta;20-24 år;män;542
;;;kvinnor;407
;;25-29 år;män;315
;;;kvinnor;267
;;30-34 år;män;237
;;;kvinnor;231
;;35-39 år;män;263
;;;kvinnor;243
;;40-44 år;män;264
;;;kvinnor;236
;;45-49 år;män;216
;;;kvinnor;178
;;50-54 år;män;194
;;;kvinnor;163
;;55-59 år;män;96
;;;kvinnor;85
;;60-64 år;män;90
;;;kvinnor;57
;gifta;20-24 år;män;1
;;;kvinnor;9
;;25-29 år;män;44
;;;kvinnor;62
;;30-34 år;män;168
;;;kvinnor;286
;;35-39 år;män;429
;;;kvinnor;508
;;40-44 år;män;691
;;;kvinnor;741
;;45-49 år;män;650
;;;kvinnor;660
;;50-54 år;män;636
;;;kvinnor;560
;;55-59 år;män;420
;;;kvinnor;430
;;60-64 år;män;395
;;;kvinnor;339
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;0
;;;kvinnor;2
;;30-34 år;män;5
;;;kvinnor;14
;;35-39 år;män;24
;;;kvinnor;40
;;40-44 år;män;47
;;;kvinnor;67
;;45-49 år;män;73
;;;kvinnor;106
;;50-54 år;män;104
;;;kvinnor;156
;;55-59 år;män;100
;;;kvinnor;119
;;60-64 år;män;83
;;;kvinnor;99
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;4
;;40-44 år;män;2
;;;kvinnor;3
;;45-49 år;män;11
;;;kvinnor;4
;;50-54 år;män;3
;;;kvinnor;11
;;55-59 år;män;6
;;;kvinnor;12
;;60-64 år;män;10
;;;kvinnor;28
1263 Svedala;ogifta;20-24 år;män;494
;;;kvinnor;399
;;25-29 år;män;410
;;;kvinnor;342
;;30-34 år;män;322
;;;kvinnor;299
;;35-39 år;män;276
;;;kvinnor;242
;;40-44 år;män;280
;;;kvinnor;246
;;45-49 år;män;225
;;;kvinnor;180
;;50-54 år;män;197
;;;kvinnor;157
;;55-59 år;män;128
;;;kvinnor;98
;;60-64 år;män;85
;;;kvinnor;67
;gifta;20-24 år;män;5
;;;kvinnor;9
;;25-29 år;män;67
;;;kvinnor;120
;;30-34 år;män;206
;;;kvinnor;305
;;35-39 år;män;413
;;;kvinnor;448
;;40-44 år;män;510
;;;kvinnor;555
;;45-49 år;män;501
;;;kvinnor;421
;;50-54 år;män;425
;;;kvinnor;430
;;55-59 år;män;336
;;;kvinnor;309
;;60-64 år;män;342
;;;kvinnor;362
;skilda;20-24 år;män;0
;;;kvinnor;2
;;25-29 år;män;4
;;;kvinnor;6
;;30-34 år;män;14
;;;kvinnor;18
;;35-39 år;män;37
;;;kvinnor;67
;;40-44 år;män;58
;;;kvinnor;103
;;45-49 år;män;115
;;;kvinnor;109
;;50-54 år;män;107
;;;kvinnor;129
;;55-59 år;män;86
;;;kvinnor;93
;;60-64 år;män;87
;;;kvinnor;101
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;1
;;;kvinnor;7
;;45-49 år;män;2
;;;kvinnor;5
;;50-54 år;män;7
;;;kvinnor;5
;;55-59 år;män;6
;;;kvinnor;10
;;60-64 år;män;8
;;;kvinnor;31
1264 Skurup;ogifta;20-24 år;män;428
;;;kvinnor;377
;;25-29 år;män;392
;;;kvinnor;307
;;30-34 år;män;290
;;;kvinnor;242
;;35-39 år;män;190
;;;kvinnor;161
;;40-44 år;män;192
;;;kvinnor;161
;;45-49 år;män;193
;;;kvinnor;157
;;50-54 år;män;190
;;;kvinnor;134
;;55-59 år;män;132
;;;kvinnor;75
;;60-64 år;män;92
;;;kvinnor;85
;gifta;20-24 år;män;9
;;;kvinnor;25
;;25-29 år;män;56
;;;kvinnor;84
;;30-34 år;män;146
;;;kvinnor;200
;;35-39 år;män;222
;;;kvinnor;251
;;40-44 år;män;278
;;;kvinnor;296
;;45-49 år;män;310
;;;kvinnor;305
;;50-54 år;män;321
;;;kvinnor;325
;;55-59 år;män;257
;;;kvinnor;255
;;60-64 år;män;258
;;;kvinnor;258
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;2
;;;kvinnor;7
;;30-34 år;män;13
;;;kvinnor;20
;;35-39 år;män;24
;;;kvinnor;33
;;40-44 år;män;47
;;;kvinnor;71
;;45-49 år;män;62
;;;kvinnor;80
;;50-54 år;män;97
;;;kvinnor;103
;;55-59 år;män;88
;;;kvinnor;99
;;60-64 år;män;87
;;;kvinnor;103
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;0
;;;kvinnor;2
;;45-49 år;män;4
;;;kvinnor;1
;;50-54 år;män;2
;;;kvinnor;13
;;55-59 år;män;6
;;;kvinnor;13
;;60-64 år;män;5
;;;kvinnor;23
1265 Sjöbo;ogifta;20-24 år;män;444
;;;kvinnor;448
;;25-29 år;män;522
;;;kvinnor;423
;;30-34 år;män;336
;;;kvinnor;270
;;35-39 år;män;247
;;;kvinnor;208
;;40-44 år;män;231
;;;kvinnor;166
;;45-49 år;män;257
;;;kvinnor;202
;;50-54 år;män;262
;;;kvinnor;185
;;55-59 år;män;186
;;;kvinnor;120
;;60-64 år;män;145
;;;kvinnor;94
;gifta;20-24 år;män;5
;;;kvinnor;15
;;25-29 år;män;57
;;;kvinnor;109
;;30-34 år;män;170
;;;kvinnor;202
;;35-39 år;män;248
;;;kvinnor;258
;;40-44 år;män;263
;;;kvinnor;282
;;45-49 år;män;312
;;;kvinnor;307
;;50-54 år;män;328
;;;kvinnor;360
;;55-59 år;män;333
;;;kvinnor;342
;;60-64 år;män;349
;;;kvinnor;329
;skilda;20-24 år;män;1
;;;kvinnor;1
;;25-29 år;män;3
;;;kvinnor;14
;;30-34 år;män;24
;;;kvinnor;26
;;35-39 år;män;37
;;;kvinnor;38
;;40-44 år;män;59
;;;kvinnor;83
;;45-49 år;män;89
;;;kvinnor;125
;;50-54 år;män;142
;;;kvinnor;134
;;55-59 år;män;162
;;;kvinnor;148
;;60-64 år;män;142
;;;kvinnor;136
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;1
;;;kvinnor;1
;;35-39 år;män;1
;;;kvinnor;3
;;40-44 år;män;0
;;;kvinnor;3
;;45-49 år;män;2
;;;kvinnor;6
;;50-54 år;män;7
;;;kvinnor;15
;;55-59 år;män;4
;;;kvinnor;20
;;60-64 år;män;18
;;;kvinnor;33
1266 Hörby;ogifta;20-24 år;män;405
;;;kvinnor;363
;;25-29 år;män;437
;;;kvinnor;365
;;30-34 år;män;286
;;;kvinnor;241
;;35-39 år;män;235
;;;kvinnor;162
;;40-44 år;män;177
;;;kvinnor;139
;;45-49 år;män;159
;;;kvinnor;134
;;50-54 år;män;177
;;;kvinnor;145
;;55-59 år;män;151
;;;kvinnor;106
;;60-64 år;män;121
;;;kvinnor;69
;gifta;20-24 år;män;6
;;;kvinnor;24
;;25-29 år;män;71
;;;kvinnor;113
;;30-34 år;män;147
;;;kvinnor;180
;;35-39 år;män;192
;;;kvinnor;219
;;40-44 år;män;293
;;;kvinnor;275
;;45-49 år;män;251
;;;kvinnor;276
;;50-54 år;män;270
;;;kvinnor;267
;;55-59 år;män;283
;;;kvinnor;267
;;60-64 år;män;271
;;;kvinnor;288
;skilda;20-24 år;män;0
;;;kvinnor;2
;;25-29 år;män;2
;;;kvinnor;10
;;30-34 år;män;9
;;;kvinnor;33
;;35-39 år;män;25
;;;kvinnor;37
;;40-44 år;män;39
;;;kvinnor;72
;;45-49 år;män;71
;;;kvinnor;64
;;50-54 år;män;97
;;;kvinnor;109
;;55-59 år;män;83
;;;kvinnor;99
;;60-64 år;män;79
;;;kvinnor;91
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;2
;;;kvinnor;1
;;45-49 år;män;5
;;;kvinnor;4
;;50-54 år;män;2
;;;kvinnor;10
;;55-59 år;män;2
;;;kvinnor;13
;;60-64 år;män;9
;;;kvinnor;27
1267 Höör;ogifta;20-24 år;män;433
;;;kvinnor;333
;;25-29 år;män;389
;;;kvinnor;320
;;30-34 år;män;286
;;;kvinnor;218
;;35-39 år;män;212
;;;kvinnor;177
;;40-44 år;män;178
;;;kvinnor;182
;;45-49 år;män;191
;;;kvinnor;118
;;50-54 år;män;162
;;;kvinnor;132
;;55-59 år;män;115
;;;kvinnor;96
;;60-64 år;män;99
;;;kvinnor;57
;gifta;20-24 år;män;9
;;;kvinnor;21
;;25-29 år;män;64
;;;kvinnor;101
;;30-34 år;män;132
;;;kvinnor;185
;;35-39 år;män;238
;;;kvinnor;285
;;40-44 år;män;305
;;;kvinnor;336
;;45-49 år;män;313
;;;kvinnor;340
;;50-54 år;män;350
;;;kvinnor;326
;;55-59 år;män;290
;;;kvinnor;279
;;60-64 år;män;297
;;;kvinnor;313
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;2
;;;kvinnor;7
;;30-34 år;män;11
;;;kvinnor;28
;;35-39 år;män;48
;;;kvinnor;39
;;40-44 år;män;46
;;;kvinnor;62
;;45-49 år;män;84
;;;kvinnor;71
;;50-54 år;män;103
;;;kvinnor;129
;;55-59 år;män;92
;;;kvinnor;132
;;60-64 år;män;118
;;;kvinnor;97
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;1
;;;kvinnor;1
;;45-49 år;män;2
;;;kvinnor;2
;;50-54 år;män;1
;;;kvinnor;15
;;55-59 år;män;6
;;;kvinnor;10
;;60-64 år;män;5
;;;kvinnor;30
1270 Tomelilla;ogifta;20-24 år;män;374
;;;kvinnor;324
;;25-29 år;män;355
;;;kvinnor;276
;;30-34 år;män;244
;;;kvinnor;189
;;35-39 år;män;202
;;;kvinnor;159
;;40-44 år;män;156
;;;kvinnor;149
;;45-49 år;män;150
;;;kvinnor;140
;;50-54 år;män;160
;;;kvinnor;114
;;55-59 år;män;155
;;;kvinnor;113
;;60-64 år;män;127
;;;kvinnor;81
;gifta;20-24 år;män;8
;;;kvinnor;17
;;25-29 år;män;46
;;;kvinnor;81
;;30-34 år;män;132
;;;kvinnor;167
;;35-39 år;män;155
;;;kvinnor;177
;;40-44 år;män;176
;;;kvinnor;166
;;45-49 år;män;179
;;;kvinnor;193
;;50-54 år;män;192
;;;kvinnor;205
;;55-59 år;män;214
;;;kvinnor;243
;;60-64 år;män;249
;;;kvinnor;265
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;7
;;30-34 år;män;16
;;;kvinnor;19
;;35-39 år;män;18
;;;kvinnor;41
;;40-44 år;män;32
;;;kvinnor;38
;;45-49 år;män;53
;;;kvinnor;58
;;50-54 år;män;54
;;;kvinnor;95
;;55-59 år;män;79
;;;kvinnor;91
;;60-64 år;män;77
;;;kvinnor;88
;änkor/änklingar;20-24 år;män;0
